run_id,run_name,status,batch_size,latent_dim,n_steps,n_channels,lr_scheduler_type,lr_scheduler_params,residual_blocks,encoder_hidden_dims,dynamic_loss_weighting_enable,dynamic_loss_weighting_method,dynamic_loss_weighting_params,adversarial_enable,adversarial_params,learning_rate,data_file,best_loss,best_observation_loss,best_reconstruction_loss,final_loss,final_observation_loss,final_reconstruction_loss,final_transition_loss,encoder,decoder,transition
run0001_bs128_ld128_ns2_ch4_schfix_rb3_ehd400-400_lin_dlwFalse_advFalse,bs128_ld128_ns2_ch4_schfix_rb3_Linear_ehd400-400,success,128,128,2,4,fixed,,3,"[400, 400]",False,gradnorm,,False,,1e-05,processed_data_nstates2_ncontrols6_nobs9_nsteps2_ntrain21750_neval7250_ch4_wells15_20260127_235607.h5,0.001778758130967617,1000000000.0,1000000000.0,0.0017843210371211171,7.358241418842226e-06,0.0016359722940251231,0.00014099049440119416,./saved_models/grid_search/e2co_encoder_grid_bs128_ld128_ns2_ch4_run0001_bs128_ld128_ns2_ch4_schfix_rb3_ehd400-400_lin_dlwFalse_advFalse_bs128_ld128_ns2_ch4.h5,./saved_models/grid_search/e2co_decoder_grid_bs128_ld128_ns2_ch4_run0001_bs128_ld128_ns2_ch4_schfix_rb3_ehd400-400_lin_dlwFalse_advFalse_bs128_ld128_ns2_ch4.h5,./saved_models/grid_search/e2co_transition_grid_bs128_ld128_ns2_ch4_run0001_bs128_ld128_ns2_ch4_schfix_rb3_ehd400-400_lin_dlwFalse_advFalse_bs128_ld128_ns2_ch4.h5
